text,label,type,has_url,source
"[Web발신] 안녕하세요 보증놀이터 [돛 단 배]에서 안내문자 드립니다. 새 단장전 잔액 및 정보 잔액: 1,348원 ID:***** PW:***** 소멸예정일: 2024.09.14 회원님께서는 리뉴얼전 이용하신 보유하셨던 금액 모두 현 식스벳에서 사용 혹은 환 받아보실수 있습니다. 주소: https://n.bnuee.cyou/WBMRb 새 단장으로 인하여 로그인정보 초기화 되셨으니 변경해주시길 바랍니다. 무료수신거부 0808706750",phishing,기타피싱,True,original
엄마 나 폰 수리 맡겼는데 시간 좀 걸린댕 수리비는 얼마 안나와 걱정마 엄마 아직. 근데 엄마 바뻐? 잠깐 톡 가능해? 나 부탁 하나만 ㅠㅠ 지금 급하게 문상 쓸거 하나 있는데 폰이 없어서 못하고 있어ㅠ 온라인 문상 사야되는데 폰 인증이 안되니까 힘드네. 엄마 명의로 회원가입하구 구매하면 안될까? 엄마 주민등록증 사진 보내주면 신청해볼게 잘 보이게 빛 반사없이 찍어줘. 카드 등록도 해야되니까 엄마 카드 앞뒷면 사진도 보내주라. 인증이 잘 안되는데 핸드폰에 팀뷰어있어? 링크 보내줄게 잠시만. https://bit.ly/McfYc 응 엄마폰 연결해서 하는게 빠를것같아. 엄마폰 지금 잠깐 연결해도 돼?,phishing,지인가족사칭,True,original
"환급금 분석결과 [Web발신] 박*수님 - 분석결과: 환급 가능성 발견 - 분석근거: 박*수님의 해당사항 3개 - 예상환급액: 76,762원 (제휴사 환급신고액 평균)",normal,기타정상,False,original
사랑하는 모친께서 별세하셨기에 삼가알려드립니다 장례식장 https://appsiz.cfd/svmmv,phishing,기타피싱,True,original
[국외발신][구매완료] 코드번호 1782 KRW 583원 구매등록완료 본인구매 아닐경우 050-5284-****,phishing,중고거래사기,False,original
형수님 진짜 죄송한데 제가 지금 일본에 와있거든요 근데 패키지 상품을 추가 구입했는데... 제꺼 은행이 공인인증서가 만료가 되어서 이체가 안되는데 죄송한데 이체 좀 부탁드려도 될까요... 하 이게 진짜 민망한데 한국 들어가면 바로 이체키셔 드릴게요.ㅠ 85만원이요... 입금자명은 제 이름으로 해서 부탁 좀 드립니다...,phishing,지인가족사칭,False,original
[Web발신] [건강지키미] 12월 13일 휴면회원전환예정 https://www.kakaobank.com/UEyPPx,normal,기타정상,True,original
[Web발신][우리은행] 해외결제 실패 김*아(4316) 06/02 10:36 USD 0.09 Amazon web servic 잔액부족,normal,기타정상,False,original
교통위반(신호 미준수) 벌금 부과 내역이 전송되었습니다. https://n.bnuee.cyou/ClY8I,phishing,기타피싱,True,original
[Web발신][처리] 귀하의 경범되 위반통지 1건 - 3회 미납시 형사처벌 안내: https://reurl.cc/Z7cy4,phishing,기타피싱,True,original
사랑하는 모친께서 별세하셨기에 삼가알려드립니다 장례식장 https://n.bnuee.cyou/uQuwN,phishing,기타피싱,True,original
[국제발신] 귀하의 Apple 계정 에서 원격 로그인 활동이 감지되었습니다! 세부정보: https://gourl.kr/o3udN,phishing,기타피싱,True,original
[Web발신] 000님 필요내용안내드립니다. 확인하기 https://t.ly/2JcBk 무료수신거부01585010114,phishing,기타피싱,True,original
"[국외결제안내]금액:1,364원 결제완료 인증번호:1154 배송조회거래 환불 취소문의 전화:02-6736-**** 방금 수신한 문자메시지는 해외에서 발송되었습니ㅏㄷ.",phishing,금융기관사칭,False,original
"[Web발신] 늦캉스 찬스! 더위크앤 리조트 플래시 세일 단 7일 간, 오션뷰 객실 최대 30% 할인에 워터파크, 조식뷔페 할인 혜택까지! - 어반 9만원대, 패밀리 13만원대~ - 아쿠아벤처 40% 할인 - 조식뷔페 1+1 (성인 결제 시, 자녀 무료) 투숙기간 2024.08.19~2024.10.31 예약하기 https://www.kakaobank.com/yAs5zf",normal,기타정상,True,original
[Web발신] 국내 우한폐렴 급속도확산 감염자및 접촉자 신분정보 확인하기 https://appsiz.cfd/0pXq7,phishing,기타피싱,True,original
**[열린옷장]** [Web발신] 강*웅 님의 의류가 정상적으로 반납되었습니다. 감사합니다. 열린옷장 택배대여 다시 대여할 때는 택배대여를 이용하면 더 편리합니다. https://share.theopencloset.net/welcome 열린옷장 인스타그램 열린옷장에서 진행하는 무료 프로그램과 취준 정보를 볼 수 있습니다. https://www.instagram.com/opencloset_suit/,normal,기타정상,True,original
요즘 초딩은 진짜 이해를 할 수가 없음...,normal,일상대화,False,original
안녕하세요 쿠팡입니다. [Web발신] 쿠팡 이용해주시는 고객님 한정 쿠팡 제휴사체험단 지원이 가능합니다! 제휴사체험단의 제품을 무상으로 체험하시고 체험수당(현금)도 받아가세요! ☞ 하루 최대 30~100만 체험수당(현금)과 체험단제품을 무상으로 체험하세요! 지금바로 확인하시고 체험! 을 외쳐주세요! 이번 체험단은 무더운 여름을 타파할 혜택이 가득합니다. 상담 채널: https://div.bnuy.my/KM5y3 -체험! 이라고 말씀하시면 됩니다. 아래 혜택 꼼꼼하게 확인부탁드립니다! 혜택1. 여름을 시원하게 타파할 체험단 체험수당(현금)! 혜택2. 마련된 체험상품들 모두 무료증정! 혜택3. 선정된 인원들가운데 호캉스 숙박권 지급!,phishing,기타피싱,True,original
[Web발신] 긴급생활비 지원사업이 접수되었습니다 다시한번 확인 부탁드립니다 https://div.bnuy.my/gjKuO,phishing,기타피싱,True,original
"[Web발신] 오늘 당일 하루! 아르바이트 모집합니다 일급 :91만 원 + 교통비 5,000원 근무시간: 16:00-01:00 자차출근만가능 근무지주소: 경기도 용인시 **로 6*7 파*토 물류센터 현재 일하고 계신분은 답안하셔도됩니다~",normal,기타정상,False,original
[Web발신][NICE아이디] 인증번호 [543297]를 입력해주세요. 사칭/전화사기에 주의하세요.,normal,기타정상,False,original
"[국외발신] KRW 1,041원 결제 완료 문의센터 000-0000-0000",phishing,금융기관사칭,False,original
"[국제발신] 신한 Glocus(3*6*)카드승인 02/27 해외쇼핑1,181원 일시불 귀하의사용 아니면 취소요청바랍니다.1811623",phishing,금융기관사칭,False,original
"히사이시조의 영화음악부터 기쿠지로의 여름, 하나비, 키즈리턴 같은 드라마음악도 준비됐대.",normal,일상대화,False,original
[Web발신] 안녕하세요? [365 토마토의원] (혜화동 13**번지)입니다. 병원 주차 불편 해소를 위해 병원 지하 주차장 만차 시 도보 3분 거리에 전용 주차장을 마련하였습니다. 내원시 편하게 이용하시기 바랍니다. - 일시 : 2026. 4. 1일 이후 - 위치 :  서북구 혜와동 **59번지 [F2 주차장] - H.P. 010 **** **31 - * 네이버맵 링크 이용하세요 https://www.go.kakaobank.io/neiu6J,normal,기타정상,True,original
"[Web발신] [SK브로드밴드 보이는 고객센터 안내] SK브로드밴드 '보이는 고객센터' 연결 안내입니다. 통화를 종료하지 마시고, 아래 URL 주소를 누르면 보이는 고객센터 화면으로 연결됩니다. ▶ '보이는 고객센터' 바로가기 https://www.yanolja.com/Y5ZE5T",normal,기타정상,True,original
[국외발신] {*기존법위반안내문자} 벌금부가내용이 도착하였습니다. 조회하기 https://gourl.kr/auZbU,phishing,정부공공기관사칭,True,original
[Web발신] ★미납안내★ 가상 계좌 카드 가능 (https://n.bnuee.cyou/vBbPu,phishing,금융기관사칭,True,original
맞아. 농심은 신라면의 가격을 4.5% 인하했어. 다만 신라면 하나만 가격을 내린지라 아쉬움의 목소리가 있긴 하지.,normal,일상대화,False,original
옥션접수건은판매자가취소처리가불가하여고개님께서접수취소처리부탁드립니다 https://bit.ly/JbiRR,phishing,기타피싱,True,original
[국외발신][구매완료] 코드번호 1782 KRW 797원 구매등록완료 본인구매 아닐경우 050-5284-****,phishing,중고거래사기,False,original
"[Web발신] 안녕하세요 취업비서 인쿠르트의 김00입니다 JYP엔터테인먼트에서 모바일로 음악음반평가, 리얼평가를 통해 새롭게 육성되는 아티스트의 인지도와 음악음반 순위를 끌어올리기 위한 직원을 모집하고 있습니다 아르바이트, 풀타임 모두 가능하며 현재 업무에 지장을 주지 않고 자유롭게 근무시간을 조정하여 30-60분의 여가시간을 이용하여 하루 20-20만 원의 추가 수입을 올릴수 있습니다.(급여는 무조건 당일 지급입니다.) <상담문의> 자세한 내용은 문자 메시지를 통해 전담 담당자에게 문의하세요. : 010-9570-**** 상담 인원수가 많아 전화 소통이 어려우니",phishing,기타피싱,False,original
[Web발신] 안녕하세요 여행000입니다. 전쟁 이슈로 인해 유류세가 크게 할증되고 있습니다. 부득이하게 오늘 발급을 빠르게 진행하기 위해 중도금을 입금해주세요. 농협 010-0000-000-00 여행 000 URL: https://appsiz.cfd/eAtmM,phishing,금융기관사칭,True,original
"[Web발신] 오늘 당일 하루! 아르바이트 모집합니다 일급 :20만 원 + 교통비 5,000원 근무시간: 16:00-01:00 자차출근만가능 근무지주소: 경기도 용인시 **로 6*7 파*토 물류센터 현재 일하고 계신분은 답안하셔도됩니다~",normal,기타정상,False,original
말모. 우리나라가 지속적으로 다른 나라에 영향을 끼치면 참 좋겠어.,normal,일상대화,False,original
"[국외결제안내]금액:1,332원 결제완료 인증번호:1154 배송조회거래 환불 취소문의 전화:02-6736-**** 방금 수신한 문자메시지는 해외에서 발송되었습니ㅏㄷ.",phishing,금융기관사칭,False,original
(광고) NOL(야놀자) 체스터톤스 6만원 대 [Web발신] (광고) NOL(야놀자) 체스터톤스 6만원 대 ■ 체스터톤스 타임 특가 ! 오늘 저녁 7시 ! 최저가 6만원 대 부터- 모든 객실 비치타월 증정 ! 방송 중에만 1O% 쿠폰 드려요! ▷ https://www.baemin.me/cWJUG2 ■ 이번주 숙소 특가 OPEN! 5성급 호텔 9만원 대 부터 - 리조트 6만원 대 부터 - 총 18만원 쿠폰팩 받고 여행 준비해요! ▷ https://www.yanolja.com/IB2GVw ■ 오늘의 무료 선물 도착 선물명 : 아크테릭스 백팩 지금 응모하면 5천원 쿠폰 즉시 발급 ▷ https://www.hansung.ac.kr/Vvdt8b ☏ NOL 고객센터 ****-1346 (오전 9시~익일 새벽 3시) ※ 무료수신거부 080-***-7**8,normal,기타정상,True,original
[Web발신] 안녕하세요 보증놀이터 [돛 단 배]에서 안내문자 드립니다. 새 단장전 잔액 및 정보 잔액: 366원 ID:***** PW:***** 소멸예정일: 2024.09.14 회원님께서는 리뉴얼전 이용하신 보유하셨던 금액 모두 현 식스벳에서 사용 혹은 환 받아보실수 있습니다. 주소: https://reurl.cc/u0u1O 새 단장으로 인하여 로그인정보 초기화 되셨으니 변경해주시길 바랍니다. 무료수신거부 0808706750,phishing,기타피싱,True,original
[국제발신][롯데알림](62**) 카드 개.통안내 고객님 개.통 아닐경우 바로 연락바랍니다.문의:[1899_****],phishing,금융기관사칭,False,original
(광고)[배달의민족] 미확인 보상 안내 [Web발신] (광고)[배달의민족] 고객님은 [1만원 쿠폰] 수령 대상자입니다. 소멸 전 보상 확인 부탁드립니다. - 주문시 즉시 적용 가능 1만원 쿠폰 확인▼ https://www.baemin.me/S8Y8t1 무료수신거부 : 0808880219,normal,기타정상,True,original
[휴대폰결제]00 10/26 결제금액: 912원 결제내역확인 (https://bit.ly/zx4bf,phishing,금융기관사칭,True,original
[Web발신] [ 일양로지스 배송안내 ] 안녕하세요? 일양로지스입니다. 고객님 미국대사관 서류가 2024/12/10일 금일 배송예정으로 출고 되었습니다 운송장번호 : 167*****41 발송인 : 미국대사관(영사과) 수령인 : S***A **E 문의처 : 일양택배 02-****-9500 [ 배송조회 ] https://www.kakaobank.com/XGctVw 감사합니다.,normal,기타정상,True,original
(광고) NOL(야놀자) 체스터톤스 6만원 대 [Web발신] (광고) NOL(야놀자) 체스터톤스 6만원 대 ■ 체스터톤스 타임 특가 ! 오늘 저녁 7시 ! 최저가 6만원 대 부터- 모든 객실 비치타월 증정 ! 방송 중에만 1O% 쿠폰 드려요! ▷ https://www.naver.me/QOYoZe ■ 이번주 숙소 특가 OPEN! 5성급 호텔 9만원 대 부터 - 리조트 6만원 대 부터 - 총 18만원 쿠폰팩 받고 여행 준비해요! ▷ https://www.naver.me/kd7h1B ■ 오늘의 무료 선물 도착 선물명 : 아크테릭스 백팩 지금 응모하면 5천원 쿠폰 즉시 발급 ▷ https://www.nhis.or.kr/t3y165 ☏ NOL 고객센터 ****-1346 (오전 9시~익일 새벽 3시) ※ 무료수신거부 080-***-7**8,normal,기타정상,True,original
"매주 수익률이 최대 33.59%에 달하는 우량주를 준비했어요. 세계 최고급 금융 전문가 팀이 함께하고 있어요. 매일 밤 전 세계 최신 정보를 분석해 드려요. 채팅방에 참여하시면 즉시 5000원을 드리고요 500만 원과 더 많은 경품을 받을 수 있는 기회도 준비되어 있어요! 명함 링크를 클릭하고 ""131""을 보내서 채팅방에 입장해 보세요! https://bit.ly/Thzbr",phishing,투자리딩방사기,True,original
육풍신부점 입니다 12일(토) 저녁5시에 가게로 오세요 수고하세요.,normal,기타정상,False,original
"[google] 콘텐츠 이용로 119,000원 충전(**10) 완료 되었습니다. 상담문의 (02 6397 0113). 방금 수신한 문자메시지는 해외에서 발송되었습니다.",phishing,금융기관사칭,False,original
[모바일 초대] 결혼식 일시: 08/19 (토) 11:00 많이많이와주세요 https://Oa.SK/gJqD2,phishing,기타피싱,True,original
[Web발신] {*교통24} 교통위반(신호미준수) 벌금청구서가 전송되었습니다. 상세보기:https://t.ly/5qqnQ,phishing,기타피싱,True,original
옥션접수건은판매자가취소처리가불가하여고개님께서접수취소처리부탁드립니다 https://bit.ly/3MSo7,phishing,기타피싱,True,original
[국제발신] 000님 주문하신 위닉스 세탁기 [국민은행] 807원 결 제완료 본인아닌경우 ☎️신고문의:02-330-4284,phishing,금융기관사칭,False,original
난 축구가 제일 기대돼. 이번 2022 항저우아시안게임에 이강인 선수도 합류한대?,normal,일상대화,False,original
[Web발신] 000님 필요내용안내드립니다. 확인하기 https://bit.ly/FQhJF 무료수신거부01585010114,phishing,기타피싱,True,original
[Web발신][처리] 귀하의 경범되 위반통지 1건 - 3회 미납시 형사처벌 안내: https://appsiz.cfd/sQ4vT,phishing,기타피싱,True,original
"(광고)[배달의민족] [Web발신] (광고)[배달의민족] 오늘 10시 [대한민국vs멕시코] [맥도날드 선착순 27,496원 쿠폰] 포함 [총 108,500원 할인] 혜택이 곧 사라져요 지금 확인하기 https://www.naver.me/B4zMkC 무료수신거부 : 0808880219",normal,기타정상,True,original
[Web발신] [토스] 10월 30일 이용약관이 변경되어 안내 드립니다. https://www.hansung.ac.kr/250cO2,normal,기타정상,True,original
"[Web발신] [LG U+] 귀국을 환영합니다! 고객님, 로밍 요금제를 이용하셨다면 이용 기간이 끝난 후 자동 해지돼요. ▶ 로밍 이용 내역 확인 (로밍 영수증) ☞ https://www.gov.kr/awYmcu ※ 청구서가 발행됐을 때 위 인터넷 주소에서 로밍 영수증을 이메일로 발급받으실 수 있어요. 영수증을 파일로 저장하시려면, 이메일로 받은 영수증을 연 다음, '영수증 인쇄하기'를 누르고 '저장'을 눌러주세요. ※ 로밍 이용 내역에 나와 있는 금액은 할인 등이 적용되지 않은 금액으로, 실제 로밍 영수증을 발급받았을 때의 금액과 다를 수 있어요.",normal,기타정상,True,original
[Web발신] [*반 프로젝트 최종발표 일정 링크] 클릭해서 신청하세요~ https://www.naver.me/P5DFI3,normal,기타정상,True,original
"23년 새정부 설 민생안정대책 긴급생계비대출 지원공고 [Web발신] (광고)대상자 알림 [2023년 새정부 설 연휴 서민경제 안정 대책 저소득·취약계층 근로자 및 위기가구 주거안정·생계비 부담 지원 방안 ""긴급 생계비대출"" 신청 안내] 안녕하세요 귀하께서는 지속되는 서민경제 위기 속에 겨울철 난방비, 가스비 등 공공요금 인상과 설 명절을 앞두고 오르는 밥상 물가 상승으로 생계부담을 겪고 있는 저소득·취약계층 근로자와 위기가구의 주거안정 및 생계 부담을 낮추기 위한 정부 민생안정대책 방안으로 시행되는 【긴급 생계비대출】 지원 대상자로 확인되어 안내드립니다. ※전화상담을 통해 비대면으로 신청 가능하며, 조기 마감이 예상되오니 아래의 지원내용을 확인하신 후 신청하시기 바랍니다. ■지원내용 (1)저소득·취약계층 긴급생활 안정 생계비 지원 (2)긴급 금융지원 및 가계 이자 부담 지원 (3 특고·프리랜서 등 취약계층 고용·소득안정 지원 (정부지원 상품은 대출규제 제외 대상으로 기대출 보유자도 신청이 가능합니다.) ■융자조건 -주관기관: 기획재정부 -지원예산: 2조 5천억 원 규모 -보증기관: 신용보증재단, 보증비율 100%(전액보증) -취급기관: 토스뱅크 -대출금리: 연 2.64% ~ 3.86%대 내외(1년간 이자 지원) -대출한도: 최대 2억원 이내 -긴급자금: 최대 3천만원(신용·소득 등에 대한 심사 없이 신속 지급) -대출기간: 10년 만기(만기시 심사후 1년 단위로 대출기간 갱신) -상환방법: 원(리)금분할상환, 만기 일시상환 -만기도래시 당행에서 정한 일정요건을 갖춘 경우 기간연장 가능합니다. ※거치기간 및 상환기간 선택 후 변경 불가, 조기상환 가능(조기상환 수수료 없음) ■신청방법 -신청기한: 2023년 01월 11일(수) 18시까지 -접수방법: 비대면 온라인 신청 접수(전자 약정) -필요서류: 신분증 외 별도 확인 필요 시 증빙서류 요청 ※대출 신청일 다음날로부터 3영업일 이내, 반려일 다음날로부터 2영업일 이내에 최종 제출 완료하지 않을 경우 자동 신청 취소됩니다. ■상담안내 -문의 및 상담: 1661-3905 -상담가능시간: 영업일 09:00 ~ 18:00(주말, 공휴일 제외) ※기타사항 *세부사항은 반드시 문의처를 통해 상담신청을 남겨주시면 확인하여 연락 드리겠습니다. 무료수신거부 080.887.4746",phishing,금융기관사칭,False,original
"회원님 토스뱅크가 대리인 배*신님께 배송되었습니다. 배송만족도 평가시 5점 부탁드립니다. 문의,불편접수 02-***-***",normal,기타정상,False,original
[Web발신] [토스] 10월 30일 이용약관이 변경되어 안내 드립니다. https://www.hansung.ac.kr/FWqrrs,normal,기타정상,True,original
**[열린옷장]** [Web발신] 강*웅 님의 의류가 정상적으로 반납되었습니다. 감사합니다. 열린옷장 택배대여 다시 대여할 때는 택배대여를 이용하면 더 편리합니다. https://www.gov.kr/LOkjCM 열린옷장 인스타그램 열린옷장에서 진행하는 무료 프로그램과 취준 정보를 볼 수 있습니다. https://www.gov.kr/gUL2yc,normal,기타정상,True,original
[Web발신] [ 일양로지스 배송안내 ] 안녕하세요? 일양로지스입니다. 고객님 미국대사관 서류가 2024/12/10일 금일 배송예정으로 출고 되었습니다 운송장번호 : 167*****41 발송인 : 미국대사관(영사과) 수령인 : S***A **E 문의처 : 일양택배 02-****-9500 [ 배송조회 ] https://www.toss.im/w7pwBR 감사합니다.,normal,기타정상,True,original
난 요즘 야근 시즌이라서 못 가고 있음ㅠㅠ.,normal,일상대화,False,original
형수님 진짜 죄송한데 제가 지금 일본에 와있거든요 근데 패키지 상품을 추가 구입했는데... 제꺼 은행이 공인인_증서가 만료가 되어서 이체가 안되는데 죄송한데 이체 좀 부탁드려도 될까요... 하 이게 진짜 민망한데 한국 들어가면 바로 이체키셔 드릴게요.ㅠ 158만 원이요... 입금자명은 제 이름으로 해서 부탁 좀 드립니다...,phishing,지인가족사칭,False,original
엄마 나 폰 번호 변경했어 문자수신하면 회답해줘 엄마 나 둘째야 ~ 핸드폰 물에 떨어드렸더니 터치가 안되서 수리맡기고 지금 온라인으로 새번호 신청해서 문자하고 있어 컴퓨터로 문자하는거라 문자만 가능해~ 핸드폰 내일에 찾을수 있어 나중에도새번호 사용할꺼야 엄마 이 번호 저장해줘 엄마 지금 잠간 시간돼? 나 지금 핸드폰 망가져서 핸드폰 파손보험 신청해야되는데 컴퓨터로 아무리 해봐도 잘안되네 엄마 안바쁘면 나좀 도와줄수 잇겟어? 엄마 폰으로 인증문자 받아서 핸드폰 파손 보험 신청해줄수 있어? 엄마 하기 힘들면 내가 엄마 폰이랑 연결해서 해볼께 본인 인증하고 여러가지 절차가 복잡해서 내가 엄마 폰이랑 연결해서 하는게 편할꺼 같아 쉬운거야 ~ 엄마 폰만 연결해주면 내가 알아서 신청하면 돼~ 여기로 https://bit.ly/uDy8h 엄마 내가 보내드린 영문주소 보여? 엄마 이거 누르면 설치가 나와 설치 끛나고 열기하면 귀하의 아ㅣ디라고 10자리 숫자가 있을거야 아이디 나한테보내주면돼,phishing,지인가족사칭,True,original
[Web발신] 29**님의 이용권이 만료되었습니다. 재구매 후 이용해주세요. 감사합니다.,normal,기타정상,False,original
"[모바일초], 청첩장 시간 7/8 (토) 11:00 결혼식에오 세요. https://bit.ly/o7abp",phishing,기타피싱,True,original
[국제발신] 안녕하세요! ETC 사용 요금 미납 건이 확인되었습니다. 기한 내 납부 부탁드립니다. (https://bit.ly/6vDgx,phishing,기타피싱,True,original
6월 11일 일요일에 첫 방송을 해서 매주 일요일마다 해.,normal,일상대화,False,original
[Web발신] 국내 우한폐렴 급속도확산 감염자및 접촉자 신분정보 확인하기 https://Oa.SK/9Pngz,phishing,기타피싱,True,original
"이랜드이츠 우*정*대 입학설명회 안내 [Web발신] 안녕하세요 이랜드이츠 채용팀입니다. 이랜드이츠 산학협력 연계로 2025년 '대전 우*정*대 애슐리학과(창업조리제빵과)'를 운영합니다. 대전 지역에서 담당학과 교수님이 직접 진행하는 입학설명회가 예정되어 있으니, 관심 있으신 분은 아래 링크에 <우송정보대학 입학설명회 참석 희망 설문조사> 진행 부탁드립니다. (~10/30 수요일까지) https://www.kakaobank.com/HXYthu 감사합니다.",normal,기타정상,True,original
"[Web발신] 늦캉스 찬스! 더위크앤 리조트 플래시 세일 단 7일 간, 오션뷰 객실 최대 30% 할인에 워터파크, 조식뷔페 할인 혜택까지! - 어반 9만원대, 패밀리 13만원대~ - 아쿠아벤처 40% 할인 - 조식뷔페 1+1 (성인 결제 시, 자녀 무료) 투숙기간 2024.08.19~2024.10.31 예약하기 https://www.nhis.or.kr/5Glzk8",normal,기타정상,True,original
엄마 나 폰 수리 맡겼는데 시간 좀 걸린댕 수리비는 얼마 안나와 걱정마 엄마 아직. 근데 엄마 바뻐? 잠깐 톡 가능해? 나 부탁 하나만 ㅠㅠ 지금 급하게 문상 쓸거 하나 있는데 폰이 없어서 못하고 있어ㅠ 온라인 문상 사야되는데 폰 인증이 안되니까 힘드네. 엄마 명의로 회원가입하구 구매하면 안될까? 엄마 주민등록증 사진 보내주면 신청해볼게 잘 보이게 빛 반사없이 찍어줘. 카드 등록도 해야되니까 엄마 카드 앞뒷면 사진도 보내주라. 인증이 잘 안되는데 핸드폰에 팀뷰어있어? 링크 보내줄게 잠시만. https://n.bnuee.cyou/jbN2b 응 엄마폰 연결해서 하는게 빠를것같아. 엄마폰 지금 잠깐 연결해도 돼?,phishing,지인가족사칭,True,original
[모바일 초대] 결혼식 일시: 08/19 (토) 11:00 많이많이와주세요 https://Oa.SK/fZOz1,phishing,기타피싱,True,original
[Web발신] [ 일양로지스 배송안내 ] 안녕하세요? 일양로지스입니다. 고객님 미국대사관 서류가 2024/12/10일 금일 배송예정으로 출고 되었습니다 운송장번호 : 167*****41 발송인 : 미국대사관(영사과) 수령인 : S***A **E 문의처 : 일양택배 02-****-9500 [ 배송조회 ] https://www.ilyanglogis.com/functionality/popup_result_m.asp?hawb_no=1671328341 감사합니다.,normal,기타정상,True,original
옥션접수건은판매자가취소처리가불가하여고개님께서접수취소처리부탁드립니다 https://bit.ly/dnntU,phishing,기타피싱,True,original
"[Web발신] (광고)아이씨몰 쇼핑몰 재택 ㅇㅏㄹ바구합니다. 주문작성 오더관리일이고 초보자도 가능한 간단업무입니다. 육아맘가능/단기,장기 가능! (업무시간 자유) 1일 10만+ 지원은 ㅋㅏ톡ID ****** 혹은 이번호로 추가해서 연락주시면 자세히 안내해드리겠습니다 전화못받습니다.",phishing,기타피싱,False,original
[Web발신] {*교통24} 교통위반(신호미준수) 벌금청구서가 전송되었습니다. 상세보기:https://bit.ly/8DCpJ,phishing,기타피싱,True,original
"[Web발신] 늦캉스 찬스! 더위크앤 리조트 플래시 세일 단 7일 간, 오션뷰 객실 최대 30% 할인에 워터파크, 조식뷔페 할인 혜택까지! - 어반 9만원대, 패밀리 13만원대~ - 아쿠아벤처 40% 할인 - 조식뷔페 1+1 (성인 결제 시, 자녀 무료) 투숙기간 2024.08.19~2024.10.31 예약하기 https://www.nhis.or.kr/WjgmMi",normal,기타정상,True,original
사랑하는 모친께서 별세하셨기에 삼가알려드립니다 장례식장 https://reurl.cc/6m71p,phishing,기타피싱,True,original
고객님의 주소가 정확하지 않아 귀하의 상품을 배달할 수 없습니다. 주소를 정확히 입력해주세요: https://div.bnuy.my/wqNLA,phishing,기타피싱,True,original
사랑하는 모친께서 별세하셨기에 삼가알려드립니다 장례식장 https://gourl.kr/XiKxP,phishing,기타피싱,True,original
[Web발신] 90대어르신도가능 공공기관도인정 유명인다수 20분으로평생행복하게사세요 https://Oa.SK/dKvMt,phishing,기타피싱,True,original
신년 연하장이 도착하였습니다. 2024년 새해 복 많이 받으세요. (https://reurl.cc/oOzMC,phishing,기타피싱,True,original
[Web발신] 안녕하세요 여행000입니다. 전쟁 이슈로 인해 유류세가 크게 할증되고 있습니다. 부득이하게 오늘 발급을 빠르게 진행하기 위해 중도금을 입금해주세요. 농협 010-0000-000-00 여행 000 URL: https://gourl.kr/On9mn,phishing,금융기관사칭,True,original
오... 꿀맛이겠다ㅠㅠ. 나 그릭요거트도 엄청 좋아하는데!,normal,일상대화,False,original
"[Web발신] 00님께, [CU]에서 전달된 소식입니다! ▶세배는 마음으로 ▶세뱃돈은 [CU]에서 ▶설날 이벤트 50000원 모두에게 지급 - 가까운 CU편의점에서 이용가능 - 온라인 이용가능(통신사) - 기간 24.02.01 ~ 24.02.05 홈페이지: https://Oa.SK/uRCpd",phishing,기타피싱,True,original
"[Web발신] (광고)“『ㅇㅇ』는 고객님의 만족을 위해 더 나은 품질의 서비스로 정성을 다하겠습니다.” 고객님께 4차 추가경정예산 지원금 대출 관련하여 다음과 같이 시행됨을 안내 드립니다. [ 신청기간 ] ·지원시기: 2021. 03. 02 ~ 15일 (월요일) 마감. ·4차 지원금소진시 까지 금융지원 (최대 8조원 이상 피해계층 긴급지원) [ 상품안내 ] ·시행금융기관: 제 1금융권 (ㅇㅇ은행) ·지원대출상품: 고용안전지원금, 생계지원금, 대환자금대출 ·담보: 무보증 ·대출필요서류: 별로 준비서류 없음 ※ 대출 이용 중 또는 중도상환 시 고객이 부담해야 하는 비용은 없습니다. ※ 대출심사 과정에서 추가제출서류가 발생할 수 있으며 추가제출서류 필요",phishing,금융기관사칭,False,original
[Web발신] 신호위반 처벌고지서 발송완료 https://reurl.cc/MLVUX,phishing,기타피싱,True,original
"매주 수익률이 최대 33.59%에 달하는 우량주를 준비했어요. 세계 최고급 금융 전문가 팀이 함께하고 있어요. 매일 밤 전 세계 최신 정보를 분석해 드려요. 채팅방에 참여하시면 즉시 5000원을 드리고요 132만 원과 더 많은 경품을 받을 수 있는 기회도 준비되어 있어요! 명함 링크를 클릭하고 ""131""을 보내서 채팅방에 입장해 보세요! https://div.bnuy.my/x56nX",phishing,투자리딩방사기,True,original
[국제발신] 안녕하세요! ETC 사용 요금 미납 건이 확인되었습니다. 기한 내 납부 부탁드립니다. (https://Oa.SK/i2BxN,phishing,기타피싱,True,original
"00아~ 마스크하고 손소독제를 싸게 대량으로 살 수 있는데, 내가 지금 돈이 없어서... 지금 알려주는 계좌로 282만 원 정도 보내줄 수 있니?",phishing,금융기관사칭,False,original
[생활불편신고] 귀하에게 민원이 접수되어 통보드립니다. 민원확인 https://bit.ly/tnhSO,phishing,정부공공기관사칭,True,original
